Id Sensore,Data-Ora, Medio
19105,2023/03/01 00:00,319
19105,2023/03/01 01:00,35
19105,2023/03/01 02:00,43
19105,2023/03/01 03:00,2
19105,2023/03/01 04:00,349
19105,2023/03/01 05:00,347
19105,2023/03/01 06:00,300
19105,2023/03/01 07:00,313
19105,2023/03/01 08:00,281
19105,2023/03/01 09:00,206
19105,2023/03/01 10:00,265
19105,2023/03/01 11:00,259
19105,2023/03/01 12:00,261
19105,2023/03/01 13:00,244
19105,2023/03/01 14:00,223
19105,2023/03/01 15:00,162
19105,2023/03/01 16:00,126
19105,2023/03/01 17:00,148
19105,2023/03/01 18:00,174
19105,2023/03/01 19:00,165
19105,2023/03/01 20:00,150
19105,2023/03/01 21:00,181
19105,2023/03/01 22:00,230
19105,2023/03/01 23:00,273
19105,2023/03/02 00:00,311
19105,2023/03/02 01:00,297
19105,2023/03/02 02:00,305
19105,2023/03/02 03:00,290
19105,2023/03/02 04:00,291
19105,2023/03/02 05:00,292
19105,2023/03/02 06:00,325
19105,2023/03/02 07:00,308
19105,2023/03/02 08:00,343
19105,2023/03/02 09:00,252
19105,2023/03/02 10:00,121
19105,2023/03/02 11:00,182
19105,2023/03/02 12:00,236
19105,2023/03/02 13:00,227
19105,2023/03/02 14:00,222
19105,2023/03/02 15:00,193
19105,2023/03/02 16:00,184
19105,2023/03/02 17:00,198
19105,2023/03/02 18:00,250
19105,2023/03/02 19:00,331
19105,2023/03/02 20:00,333
19105,2023/03/02 21:00,74
19105,2023/03/02 22:00,323
19105,2023/03/02 23:00,275
19105,2023/03/03 00:00,273
19105,2023/03/03 01:00,279
19105,2023/03/03 02:00,343
19105,2023/03/03 03:00,37
19105,2023/03/03 04:00,285
19105,2023/03/03 05:00,287
19105,2023/03/03 06:00,292
19105,2023/03/03 07:00,270
19105,2023/03/03 08:00,320
19105,2023/03/03 09:00,317
19105,2023/03/03 10:00,57
19105,2023/03/03 11:00,143
19105,2023/03/03 12:00,181
19105,2023/03/03 13:00,159
19105,2023/03/03 14:00,169
19105,2023/03/03 15:00,168
19105,2023/03/03 16:00,141
19105,2023/03/03 17:00,122
19105,2023/03/03 18:00,112
19105,2023/03/03 19:00,44
19105,2023/03/03 20:00,43
19105,2023/03/03 21:00,118
19105,2023/03/03 22:00,359
19105,2023/03/03 23:00,247
19105,2023/03/04 00:00,259
19105,2023/03/04 01:00,56
19105,2023/03/04 02:00,352
19105,2023/03/04 03:00,276
19105,2023/03/04 04:00,305
19105,2023/03/04 05:00,303
19105,2023/03/04 06:00,4
19105,2023/03/04 07:00,254
19105,2023/03/04 08:00,278
19105,2023/03/04 09:00,258
19105,2023/03/04 10:00,116
