Id Sensore,Data-Ora, Medio
19105,2023/06/01 00:00,13
19105,2023/06/01 01:00,49
19105,2023/06/01 02:00,336
19105,2023/06/01 03:00,202
19105,2023/06/01 04:00,9
19105,2023/06/01 05:00,289
19105,2023/06/01 06:00,225
19105,2023/06/01 07:00,358
19105,2023/06/01 08:00,123
19105,2023/06/01 09:00,232
19105,2023/06/01 10:00,246
19105,2023/06/01 11:00,240
19105,2023/06/01 12:00,231
19105,2023/06/01 13:00,208
19105,2023/06/01 14:00,222
19105,2023/06/01 15:00,234
19105,2023/06/01 16:00,314
19105,2023/06/01 17:00,307
19105,2023/06/01 18:00,51
19105,2023/06/01 19:00,30
19105,2023/06/01 20:00,23
19105,2023/06/01 21:00,25
19105,2023/06/01 22:00,295
19105,2023/06/01 23:00,44
19105,2023/06/02 00:00,102
19105,2023/06/02 01:00,336
19105,2023/06/02 02:00,330
19105,2023/06/02 03:00,357
19105,2023/06/02 04:00,41
19105,2023/06/02 05:00,339
19105,2023/06/02 06:00,331
19105,2023/06/02 07:00,13
19105,2023/06/02 08:00,34
19105,2023/06/02 09:00,119
19105,2023/06/02 10:00,171
19105,2023/06/02 11:00,184
19105,2023/06/02 12:00,249
19105,2023/06/02 13:00,244
19105,2023/06/02 14:00,242
19105,2023/06/02 15:00,299
19105,2023/06/02 16:00,69
19105,2023/06/02 17:00,44
19105,2023/06/02 18:00,25
19105,2023/06/02 19:00,31
19105,2023/06/02 20:00,19
19105,2023/06/02 21:00,38
19105,2023/06/02 22:00,18
19105,2023/06/02 23:00,358
19105,2023/06/03 00:00,120
19105,2023/06/03 01:00,43
19105,2023/06/03 02:00,107
19105,2023/06/03 03:00,49
19105,2023/06/03 04:00,41
19105,2023/06/03 05:00,19
19105,2023/06/03 06:00,24
19105,2023/06/03 07:00,32
19105,2023/06/03 08:00,91
19105,2023/06/03 09:00,163
19105,2023/06/03 10:00,103
19105,2023/06/03 11:00,113
19105,2023/06/03 12:00,144
19105,2023/06/03 13:00,106
19105,2023/06/03 14:00,104
19105,2023/06/03 15:00,109
19105,2023/06/03 16:00,149
19105,2023/06/03 17:00,106
19105,2023/06/03 18:00,18
19105,2023/06/03 19:00,26
19105,2023/06/03 20:00,347
19105,2023/06/03 21:00,313
19105,2023/06/03 22:00,16
19105,2023/06/03 23:00,25
19105,2023/06/04 00:00,28
19105,2023/06/04 01:00,352
19105,2023/06/04 02:00,339
19105,2023/06/04 03:00,327
19105,2023/06/04 04:00,280
19105,2023/06/04 05:00,262
19105,2023/06/04 06:00,303
19105,2023/06/04 07:00,307
19105,2023/06/04 08:00,341
19105,2023/06/04 09:00,356
19105,2023/06/04 10:00,317
19105,2023/06/04 11:00,90
19105,2023/06/04 12:00,4
19105,2023/06/04 13:00,254
19105,2023/06/04 14:00,198
19105,2023/06/04 15:00,280
19105,2023/06/04 16:00,201
19105,2023/06/04 17:00,135
19105,2023/06/04 18:00,54
19105,2023/06/04 19:00,259
19105,2023/06/04 20:00,110
19105,2023/06/04 21:00,96
19105,2023/06/04 22:00,54
19105,2023/06/04 23:00,39
19105,2023/06/05 00:00,12
19105,2023/06/05 01:00,14
19105,2023/06/05 02:00,15
19105,2023/06/05 03:00,10
19105,2023/06/05 04:00,24
19105,2023/06/05 05:00,16
19105,2023/06/05 06:00,39
19105,2023/06/05 07:00,53
19105,2023/06/05 08:00,170
19105,2023/06/05 09:00,149
19105,2023/06/05 10:00,195
19105,2023/06/05 11:00,189
19105,2023/06/05 12:00,147
19105,2023/06/05 13:00,165
19105,2023/06/05 14:00,308
19105,2023/06/05 15:00,299
19105,2023/06/05 16:00,133
19105,2023/06/05 17:00,78
19105,2023/06/05 18:00,66
19105,2023/06/05 19:00,63
19105,2023/06/05 20:00,16
19105,2023/06/05 21:00,335
19105,2023/06/05 22:00,18
19105,2023/06/05 23:00,348
19105,2023/06/06 00:00,299
19105,2023/06/06 01:00,288
19105,2023/06/06 02:00,234
19105,2023/06/06 03:00,33
19105,2023/06/06 04:00,2
19105,2023/06/06 05:00,340
19105,2023/06/06 06:00,314
19105,2023/06/06 07:00,171
19105,2023/06/06 08:00,270
19105,2023/06/06 09:00,253
19105,2023/06/06 10:00,250
19105,2023/06/06 11:00,254
19105,2023/06/06 12:00,215
19105,2023/06/06 13:00,207
19105,2023/06/06 14:00,208
