Id Sensore,Data-Ora, Medio
6158,2023/02/01 00:00,88.4
6158,2023/02/01 01:00,86.9
6158,2023/02/01 02:00,86.3
6158,2023/02/01 03:00,80.9
6158,2023/02/01 04:00,80.9
6158,2023/02/01 05:00,80.2
6158,2023/02/01 06:00,73.2
6158,2023/02/01 07:00,76.7
6158,2023/02/01 08:00,76.4
6158,2023/02/01 09:00,75.3
6158,2023/02/01 10:00,63.3
6158,2023/02/01 11:00,53.9
6158,2023/02/01 12:00,47.0
6158,2023/02/01 13:00,39.5
6158,2023/02/01 14:00,37.6
6158,2023/02/01 15:00,43.5
6158,2023/02/01 16:00,47.1
6158,2023/02/01 17:00,50.4
6158,2023/02/01 18:00,58.4
6158,2023/02/01 19:00,58.8
6158,2023/02/01 20:00,54.8
6158,2023/02/01 21:00,63.3
6158,2023/02/01 22:00,66.6
6158,2023/02/01 23:00,57.6
6158,2023/02/02 00:00,57.8
6158,2023/02/02 01:00,59.0
6158,2023/02/02 02:00,59.7
6158,2023/02/02 03:00,57.8
6158,2023/02/02 04:00,55.5
6158,2023/02/02 05:00,59.6
6158,2023/02/02 06:00,60.2
6158,2023/02/02 07:00,62.1
6158,2023/02/02 08:00,58.9
6158,2023/02/02 09:00,56.9
6158,2023/02/02 10:00,46.6
6158,2023/02/02 11:00,38.7
6158,2023/02/02 12:00,33.1
6158,2023/02/02 13:00,28.7
6158,2023/02/02 14:00,27.3
6158,2023/02/02 15:00,30.5
6158,2023/02/02 16:00,35.1
6158,2023/02/02 17:00,37.4
6158,2023/02/02 18:00,45.0
6158,2023/02/02 19:00,45.9
6158,2023/02/02 20:00,45.6
6158,2023/02/02 21:00,49.3
6158,2023/02/02 22:00,53.6
6158,2023/02/02 23:00,58.9
6158,2023/02/03 00:00,55.3
6158,2023/02/03 01:00,60.9
6158,2023/02/03 02:00,53.6
6158,2023/02/03 03:00,60.5
6158,2023/02/03 04:00,62.9
6158,2023/02/03 05:00,65.3
6158,2023/02/03 06:00,65.3
6158,2023/02/03 07:00,62.3
6158,2023/02/03 08:00,64.1
6158,2023/02/03 09:00,68.5
6158,2023/02/03 10:00,62.3
6158,2023/02/03 11:00,50.9
6158,2023/02/03 12:00,57.0
6158,2023/02/03 13:00,63.3
6158,2023/02/03 14:00,59.4
6158,2023/02/03 15:00,56.6
6158,2023/02/03 16:00,52.4
6158,2023/02/03 17:00,58.4
6158,2023/02/03 18:00,62.9
6158,2023/02/03 19:00,71.3
6158,2023/02/03 20:00,76.0
6158,2023/02/03 21:00,79.2
6158,2023/02/03 22:00,73.4
6158,2023/02/03 23:00,75.8
6158,2023/02/04 00:00,78.6
6158,2023/02/04 01:00,77.9
6158,2023/02/04 02:00,75.5
6158,2023/02/04 03:00,78.2
6158,2023/02/04 04:00,74.0
6158,2023/02/04 05:00,72.3
6158,2023/02/04 06:00,73.0
6158,2023/02/04 07:00,72.3
6158,2023/02/04 08:00,68.4
6158,2023/02/04 09:00,65.2
6158,2023/02/04 10:00,58.5
6158,2023/02/04 11:00,47.4
6158,2023/02/04 12:00,44.8
6158,2023/02/04 13:00,46.5
6158,2023/02/04 14:00,44.2
6158,2023/02/04 15:00,42.9
6158,2023/02/04 16:00,46.5
6158,2023/02/04 17:00,48.8
6158,2023/02/04 18:00,59.2
6158,2023/02/04 19:00,32.8
6158,2023/02/04 20:00,55.3
6158,2023/02/04 21:00,85.1
6158,2023/02/04 22:00,91.7
6158,2023/02/04 23:00,82.6
6158,2023/02/05 00:00,81.9
6158,2023/02/05 01:00,85.7
6158,2023/02/05 02:00,80.3
6158,2023/02/05 03:00,80.6
6158,2023/02/05 04:00,85.0
6158,2023/02/05 05:00,85.4
6158,2023/02/05 06:00,87.2
6158,2023/02/05 07:00,88.4
6158,2023/02/05 08:00,89.4
6158,2023/02/05 09:00,88.2
6158,2023/02/05 10:00,74.5
6158,2023/02/05 11:00,64.6
6158,2023/02/05 12:00,57.4
6158,2023/02/05 13:00,55.0
6158,2023/02/05 14:00,56.6
6158,2023/02/05 15:00,59.8
6158,2023/02/05 16:00,61.5
6158,2023/02/05 17:00,64.0
6158,2023/02/05 18:00,66.3
6158,2023/02/05 19:00,68.4
6158,2023/02/05 20:00,72.5
6158,2023/02/05 21:00,77.1
6158,2023/02/05 22:00,77.3
6158,2023/02/05 23:00,76.2
6158,2023/02/06 00:00,75.7
6158,2023/02/06 01:00,75.9
6158,2023/02/06 02:00,75.0
6158,2023/02/06 03:00,73.1
6158,2023/02/06 04:00,74.1
6158,2023/02/06 05:00,75.5
6158,2023/02/06 06:00,77.8
6158,2023/02/06 07:00,79.2
6158,2023/02/06 08:00,79.4
6158,2023/02/06 09:00,79.7
6158,2023/02/06 10:00,75.5
6158,2023/02/06 11:00,72.6
6158,2023/02/06 12:00,75.1
