time,temperature(C),humidity,note
2022/10/01 11:28:26,"17,81","90,4",""
2022/10/01 11:38:26,"17,75","90,4",""
2022/10/01 11:48:26,"17,69","90,5",""
2022/10/01 11:58:26,"17,69","90,5",""
2022/10/01 12:08:26,"17,50","90,6",""
2022/10/01 12:18:26,"17,19","90,8",""
2022/10/01 12:28:26,"17,19","90,6",""
2022/10/01 12:38:26,"17,13","90,5",""
2022/10/01 12:48:26,"17,13","90,5",""
2022/10/01 12:58:26,"17,13","90,4",""
2022/10/01 13:08:26,"17,31","90,3",""
2022/10/01 13:18:26,"17,38","90,3",""
2022/10/01 13:28:26,"17,38","90,6",""
2022/10/01 13:38:26,"17,44","90,6",""
2022/10/01 13:48:26,"17,50","90,6",""
2022/10/01 13:58:26,"17,50","90,6",""
2022/10/01 14:08:26,"17,56","90,6",""
2022/10/01 14:18:26,"17,56","90,5",""
2022/10/01 14:28:26,"17,63","90,5",""
2022/10/01 14:38:26,"17,63","90,4",""
2022/10/01 14:48:26,"17,69","90,4",""
2022/10/01 14:58:26,"17,69","90,3",""
2022/10/01 15:08:26,"17,75","90,3",""
2022/10/01 15:18:26,"17,75","90,2",""
2022/10/01 15:28:26,"17,81","90,1",""
2022/10/01 15:38:26,"17,81","90,0",""
2022/10/01 15:48:26,"17,88","90,0",""
2022/10/01 15:58:26,"17,88","90,0",""
2022/10/01 16:08:26,"17,81","90,0",""
2022/10/01 16:18:26,"17,88","89,9",""
2022/10/01 16:28:26,"17,88","89,9",""
2022/10/01 16:38:26,"17,81","89,9",""
2022/10/01 16:48:26,"17,88","89,9",""
2022/10/01 16:58:26,"17,81","89,9",""
2022/10/01 17:08:26,"17,88","89,9",""
2022/10/01 17:18:26,"17,81","89,9",""
2022/10/01 17:28:26,"17,81","89,9",""
2022/10/01 17:38:26,"17,81","89,8",""
2022/10/01 17:48:26,"17,81","89,8",""
2022/10/01 17:58:26,"17,81","89,8",""
2022/10/01 18:08:26,"17,81","89,8",""
2022/10/01 18:18:26,"17,81","89,8",""
2022/10/01 18:28:26,"17,81","89,8",""
2022/10/01 18:38:26,"17,81","89,8",""
2022/10/01 18:48:26,"17,81","89,8",""
2022/10/01 18:58:26,"17,75","89,8",""
2022/10/01 19:08:26,"17,81","89,7",""
2022/10/01 19:18:26,"17,75","89,6",""
2022/10/01 19:28:26,"17,81","89,6",""
2022/10/01 19:38:26,"17,81","89,6",""
2022/10/01 19:48:26,"17,81","89,6",""
2022/10/01 19:58:26,"17,81","89,6",""
2022/10/01 20:08:26,"17,81","89,6",""
2022/10/01 20:18:26,"17,81","89,6",""
2022/10/01 20:28:26,"17,81","89,6",""
2022/10/01 20:38:26,"17,81","89,6",""
2022/10/01 20:48:26,"17,75","89,5",""
2022/10/01 20:58:26,"17,75","89,5",""
2022/10/01 21:08:26,"17,75","89,5",""
2022/10/01 21:18:26,"17,81","89,4",""
2022/10/01 21:28:26,"17,81","89,4",""
2022/10/01 21:38:26,"17,81","89,4",""
2022/10/01 21:48:26,"17,88","89,4",""
2022/10/01 21:58:26,"17,88","89,4",""
2022/10/01 22:08:26,"17,88","89,4",""
2022/10/01 22:18:26,"17,88","89,4",""
2022/10/01 22:28:26,"17,94","89,4",""
2022/10/01 22:38:26,"17,94","89,4",""
2022/10/01 22:48:26,"18,00","89,4",""
2022/10/01 22:58:26,"18,00","89,3",""
2022/10/01 23:08:26,"18,00","89,3",""
2022/10/01 23:18:26,"18,00","89,3",""
2022/10/01 23:28:26,"18,00","89,4",""
2022/10/01 23:38:26,"17,94","89,4",""
