time,temperature(C),humidity,note
2022/10/01 11:26:10,"17,75","86,2",""
2022/10/01 11:36:10,"17,75","86,4",""
2022/10/01 11:46:10,"17,69","86,4",""
2022/10/01 11:56:10,"17,69","86,4",""
2022/10/01 12:06:10,"17,63","85,9",""
2022/10/01 12:16:10,"17,31","85,2",""
2022/10/01 12:26:10,"17,19","85,1",""
2022/10/01 12:36:10,"17,19","84,8",""
2022/10/01 12:46:10,"17,19","84,8",""
2022/10/01 12:56:10,"17,13","84,7",""
2022/10/01 13:06:10,"17,25","84,8",""
2022/10/01 13:16:10,"17,31","84,6",""
2022/10/01 13:26:10,"17,38","84,4",""
2022/10/01 13:36:10,"17,44","84,1",""
2022/10/01 13:46:10,"17,44","83,8",""
2022/10/01 13:56:10,"17,50","83,6",""
2022/10/01 14:06:10,"17,56","83,4",""
2022/10/01 14:16:10,"17,56","83,2",""
2022/10/01 14:26:10,"17,56","83,0",""
2022/10/01 14:36:10,"17,63","82,8",""
2022/10/01 14:46:10,"17,69","82,7",""
2022/10/01 14:56:10,"17,69","82,4",""
2022/10/01 15:06:10,"17,75","82,3",""
2022/10/01 15:16:10,"17,75","82,1",""
2022/10/01 15:26:10,"17,81","81,8",""
2022/10/01 15:36:10,"17,81","82,0",""
2022/10/01 15:46:10,"17,81","81,8",""
2022/10/01 15:56:10,"17,81","81,6",""
2022/10/01 16:06:10,"17,81","81,4",""
2022/10/01 16:16:10,"17,81","81,1",""
2022/10/01 16:26:10,"17,81","81,0",""
2022/10/01 16:36:10,"17,81","80,8",""
2022/10/01 16:46:10,"17,81","80,7",""
2022/10/01 16:56:10,"17,81","80,6",""
2022/10/01 17:06:10,"17,81","80,4",""
2022/10/01 17:16:10,"17,81","80,4",""
2022/10/01 17:26:10,"17,81","80,4",""
2022/10/01 17:36:10,"17,81","80,2",""
2022/10/01 17:46:10,"17,81","79,8",""
2022/10/01 17:56:10,"17,81","79,8",""
2022/10/01 18:06:10,"17,75","79,6",""
2022/10/01 18:16:10,"17,75","79,6",""
2022/10/01 18:26:10,"17,75","79,4",""
